author_full,journal,volume,year,pages,publisher,paperid,doi,author,url,type,title,journal_full,issue,page
"Xianfu Meng, Wei Cai, Zihang Liu, Jing Li, Huiyuan Geng, Jiehe Sui,",Acta Materialia,98,2015,405-415,Elsevier BV,77,10.1016/j.actamat.2015.07.027,"X. Meng, W. Cai, Z. Liu, J. Li, H. Geng, J. Sui,",http://dx.doi.org/10.1016/j.actamat.2015.07.027,article-journal,Enhanced thermoelectric performance of p-type filled skutterudites via the coherency strain fields from spinodal decomposition,Acta Materialia,,405
"Jin Hee Kim, Suekyung Oh, Won Hyuk Sohn, Jong-Soo Rhyee, Su-Dong Park, Hoju Kang, Docheon Ahn,",Acta Materialia,100,2015,32-38,Elsevier BV,78,10.1016/j.actamat.2015.08.022,"J. Kim, S. Oh, W. Sohn, J. Rhyee, S. Park, H. Kang, D. Ahn,",http://dx.doi.org/10.1016/j.actamat.2015.08.022,article-journal,"Thermoelectric, thermodynamic, and structural properties in Cu1.94A0.02Se (A=Al, Ga, and In) polycrystalline compounds",Acta Materialia,,32
"R. Chetty, A. Bali, M.H. Naik, G. Rogl, P. Rogl, M. Jain, S. Suwas, R.C. Mallik,",Acta Materialia,100,2015,266-274,Elsevier BV,79,10.1016/j.actamat.2015.08.040,"R. Chetty, A. Bali, M. Naik, G. Rogl, P. Rogl, M. Jain, S. Suwas, R. Mallik,",http://dx.doi.org/10.1016/j.actamat.2015.08.040,article-journal,Thermoelectric properties of Co substituted synthetic tetrahedrite,Acta Materialia,,266
"Su-Hua He, Peng-Fei Liu, Zi-Xiong Lin, Guo-Qiang Wang, Ling Chen, Zhao-Xing Wang, Li-Ming Wu,",Acta Materialia,101,2015,16-21,Elsevier BV,80,10.1016/j.actamat.2015.08.062,"S. He, P. Liu, Z. Lin, G. Wang, L. Chen, Z. Wang, L. Wu,",http://dx.doi.org/10.1016/j.actamat.2015.08.062,article-journal,The roles of Yb-substitution on thermoelectric properties of In4−xYbxSe3,Acta Materialia,,16
"I. Nagy, L. Pál,",Acta Physica,35,1974,99-104,Springer Nature,81,10.1007/bf03159747,"I. Nagy, L. Pál,",http://dx.doi.org/10.1007/BF03159747,article-journal,Thermoelectric power and electrical resistivity of some Ni-Based alloys near the Curie point,Acta Physica Academiae Scientiarum Hungaricae,1-4,99
"R.H. Al Orainy,",Acta Phys. Pol. A,124,2013,728-731,"Institute of Physics, Polish Academy of Sciences",83,10.12693/aphyspola.124.728,"R. Al Orainy,",http://dx.doi.org/10.12693/APhysPolA.124.728,article-journal,A Contribution of Thermoelectric Properties of the Quaternary Chalcogenide Compound Tl_2GaInSe_4 Crystal,Acta Physica Polonica A,4,728
"Wei-Shu Liu, Qinyong Zhang, Yucheng Lan, Shuo Chen, Xiao Yan, Qian Zhang, Hui Wang, Dezhi Wang, Gang Chen, Zhifeng Ren,",Adv. Energy Mater.,1,2011,577-587,Wiley-Blackwell,105,10.1002/aenm.201100149,"W. Liu, Q. Zhang, Y. Lan, S. Chen, X. Yan, Q. Zhang, H. Wang, D. Wang, G. Chen, Z. Ren,",http://dx.doi.org/10.1002/aenm.201100149,article-journal,Thermoelectric Property Studies on Cu-Doped n-type CuxBi2Te2.7Se0.3 Nanocomposites,Advanced Energy Materials,4,577
"Xianyu Ao, Johannes de Boor, Volker Schmidt,",Adv. Energy Mater.,1,2011,1007-1011,Wiley-Blackwell,106,10.1002/aenm.201100272,"X. Ao, J. de Boor, V. Schmidt,",http://dx.doi.org/10.1002/aenm.201100272,article-journal,Radiation-Corrected Harman Method for Characterization of Thermoelectric Materials,Advanced Energy Materials,6,1007
"Mi-Kyung Han, John Androulakis, Sung-Jin Kim, Mercouri G. Kanatzidis,",Adv. Energy Mater.,2,2011,157-161,Wiley-Blackwell,107,10.1002/aenm.201100613,"M. Han, J. Androulakis, S. Kim, M. Kanatzidis,",http://dx.doi.org/10.1002/aenm.201100613,article-journal,Lead-Free Thermoelectrics: High Figure of Merit in p-type AgSnmSbTem+2,Advanced Energy Materials,1,157
"Kanishka Biswas, Li-Dong Zhao, Mercouri G. Kanatzidis,",Adv. Energy Mater.,2,2012,634-638,Wiley-Blackwell,108,10.1002/aenm.201100775,"K. Biswas, L. Zhao, M. Kanatzidis,",http://dx.doi.org/10.1002/aenm.201100775,article-journal,Tellurium-Free Thermoelectric: The Anisotropic n-Type Semiconductor Bi2S3,Advanced Energy Materials,6,634
"Michihiro Ohta, Kanishka Biswas, Shih-Han Lo, Jiaqing He, Duck Young Chung, Vinayak P. Dravid, Mercouri G. Kanatzidis,",Adv. Energy Mater.,2,2012,1117-1123,Wiley-Blackwell,109,10.1002/aenm.201100756,"M. Ohta, K. Biswas, S. Lo, J. He, D. Chung, V. Dravid, M. Kanatzidis,",http://dx.doi.org/10.1002/aenm.201100756,article-journal,Enhancement of Thermoelectric Figure of Merit by the Insertion of MgTe Nanostructures in p-type PbTe Doped with Na2Te,Advanced Energy Materials,9,1117
"Mi-Kyung Han, Xiaoyuen Zhou, Ctirad Uher, Sung-Jin Kim, Mercouri G. Kanatzidis,",Adv. Energy Mater.,2,2012,1218-1225,Wiley-Blackwell,110,10.1002/aenm.201200083,"M. Han, X. Zhou, C. Uher, S. Kim, M. Kanatzidis,",http://dx.doi.org/10.1002/aenm.201200083,article-journal,Increase in the Figure of Merit by Cd-Substitution in Sn1-xPbxTe and Effect of Pb/Sn Ratio on Thermoelectric Properties,Advanced Energy Materials,10,1218
"Xu Lu, Donald T. Morelli, Yi Xia, Fei Zhou, Vidvuds Ozolins, Hang Chi, Xiaoyuan Zhou, Ctirad Uher,",Adv. Energy Mater.,3,2012,342-348,Wiley-Blackwell,111,10.1002/aenm.201200650,"X. Lu, D. Morelli, Y. Xia, F. Zhou, V. Ozolins, H. Chi, X. Zhou, C. Uher,",http://dx.doi.org/10.1002/aenm.201200650,article-journal,High Performance Thermoelectricity in Earth-Abundant Compounds Based on Natural Mineral Tetrahedrites,Advanced Energy Materials,3,342
"Heng Wang, Eugen Schechtel, Yanzhong Pei, G. Jeffrey Snyder,",Adv. Energy Mater.,3,2012,488-495,Wiley-Blackwell,112,10.1002/aenm.201200683,"H. Wang, E. Schechtel, Y. Pei, G. Snyder,",http://dx.doi.org/10.1002/aenm.201200683,article-journal,High Thermoelectric Efficiency of n-type PbS,Advanced Energy Materials,4,488
"Yaniv Gelbstein, Joseph Davidow, Steven N. Girard, Duck Young Chung, Mercouri Kanatzidis,",Adv. Energy Mater.,3,2013,815-820,Wiley-Blackwell,113,10.1002/aenm.201200970,"Y. Gelbstein, J. Davidow, S. Girard, D. Chung, M. Kanatzidis,",http://dx.doi.org/10.1002/aenm.201200970,article-journal,Controlling Metallurgical Phase Separation Reactions of the Ge0.87Pb0.13Te Alloy for High Thermoelectric Performance,Advanced Energy Materials,6,815
"Xiao Yan, Weishu Liu, Shuo Chen, Hui Wang, Qian Zhang, Gang Chen, Zhifeng Ren,",Adv. Energy Mater.,3,2013,1195-1200,Wiley-Blackwell,114,10.1002/aenm.201200973,"X. Yan, W. Liu, S. Chen, H. Wang, Q. Zhang, G. Chen, Z. Ren,",http://dx.doi.org/10.1002/aenm.201200973,article-journal,"Thermoelectric Property Study of Nanostructured p-Type Half-Heuslers (Hf, Zr, Ti)CoSb0.8Sn0.2",Advanced Energy Materials,9,1195
"Shuo Chen, Kevin C. Lukas, Weishu Liu, Cyril P. Opeil, Gang Chen, Zhifeng Ren,",Adv. Energy Mater.,3,2013,1210-1214,Wiley-Blackwell,115,10.1002/aenm.201300336,"S. Chen, K. Lukas, W. Liu, C. Opeil, G. Chen, Z. Ren,",http://dx.doi.org/10.1002/aenm.201300336,article-journal,Effect of Hf Concentration on Thermoelectric Properties of Nanostructured N-Type Half-Heusler Materials HfxZr1-xNiSn0.99Sb0.01,Advanced Energy Materials,9,1210
"Xiaohua Liu, Tiejun Zhu, Heng Wang, Lipeng Hu, Hanhui Xie, Guangyu Jiang, G. Jeffrey Snyder, Xinbing Zhao,",Adv. Energy Mater.,3,2013,1238-1244,Wiley-Blackwell,116,10.1002/aenm.201300174,"X. Liu, T. Zhu, H. Wang, L. Hu, H. Xie, G. Jiang, G. Snyder, X. Zhao,",http://dx.doi.org/10.1002/aenm.201300174,article-journal,Low Electron Scattering Potentials in High Performance Mg2Si0.45Sn0.55Based Thermoelectric Solid Solutions with Band Convergence,Advanced Energy Materials,9,1238
"Yanzhong Pei, Zachary M. Gibbs, Andrei Gloskovskii, Benjamin Balke, Wolfgang G. Zeier, G. Jeffrey Snyder,",Adv. Energy Mater.,4,2014,,Wiley-Blackwell,117,10.1002/aenm.201400486,"Y. Pei, Z. Gibbs, A. Gloskovskii, B. Balke, W. Zeier, G. Snyder,",http://dx.doi.org/10.1002/aenm.201400486,article-journal,Optimum Carrier Concentration in n-Type PbTe Thermoelectrics,Advanced Energy Materials,13,1400486
"Quansheng Guo, Abdeljalil Assoud, Holger Kleinke,",Adv. Energy Mater.,4,2014,,Wiley-Blackwell,118,10.1002/aenm.201400348,"Q. Guo, A. Assoud, H. Kleinke,",http://dx.doi.org/10.1002/aenm.201400348,article-journal,Improved Bulk Materials with Thermoelectric Figure-of-Merit Greater than 1: Tl10-xSnxTe6and Tl10-xPbxTe6,Advanced Energy Materials,14,1400348
"Yun Zheng, Qiang Zhang, Xianli Su, Hongyao Xie, Shengcheng Shu, Tianle Chen, Gangjian Tan, Yonggao Yan, Xinfeng Tang, Ctirad Uher, G. Jeffrey Snyder,",Adv. Energy Mater.,5,2014,,Wiley-Blackwell,119,10.1002/aenm.201401391,"Y. Zheng, Q. Zhang, X. Su, H. Xie, S. Shu, T. Chen, G. Tan, Y. Yan, X. Tang, C. Uher, G. Snyder,",http://dx.doi.org/10.1002/aenm.201401391,article-journal,Mechanically Robust BiSbTe Alloys with Superior Thermoelectric Performance: A Case Study of Stable Hierarchical Nanostructured Thermoelectric Materials,Advanced Energy Materials,5,1401391
"Qian Zhang, Eyob Kebede Chere, Jingying Sun, Feng Cao, Keshab Dahal, Shuo Chen, Gang Chen, Zhifeng Ren,",Adv. Energy Mater.,5,2015,,Wiley-Blackwell,120,10.1002/aenm.201500360,"Q. Zhang, E. Chere, J. Sun, F. Cao, K. Dahal, S. Chen, G. Chen, Z. Ren,",http://dx.doi.org/10.1002/aenm.201500360,article-journal,Studies on Thermoelectric Properties of n-type Polycrystalline SnSe1-xSxby Iodine Doping,Advanced Energy Materials,12,1500360
"Lipeng Hu, Haijun Wu, Tiejun Zhu, Chenguang Fu, Jiaqing He, Pingjun Ying, Xinbing Zhao,",Adv. Energy Mater.,5,2015,,Wiley-Blackwell,121,10.1002/aenm.201500411,"L. Hu, H. Wu, T. Zhu, C. Fu, J. He, P. Ying, X. Zhao,",http://dx.doi.org/10.1002/aenm.201500411,article-journal,Tuning Multiscale Microstructures to Enhance Thermoelectric Performance of n-Type Bismuth-Telluride-Based Solid Solutions,Advanced Energy Materials,17,1500411
"R. Robert, S. Romer, A. Reller, A. Weidenkaff,",Adv. Eng. Mater.,7,2005,303-308,Wiley-Blackwell,122,10.1002/adem.200500043,"R. Robert, S. Romer, A. Reller, A. Weidenkaff,",http://dx.doi.org/10.1002/adem.200500043,article-journal,Nanostructured Complex Cobalt Oxides as Potential Materials for Solar Thermoelectric Power Generators,Advanced Engineering Materials,5,303
"Victor Kessler, Devendraprakash Gautam, Tim Hülser, Mathias Spree, Ralf Theissmann, Markus Winterer, Hartmut Wiggers, Gabi Schierning, Roland Schmechel,",Adv. Eng. Mater.,15,2012,379-385,Wiley-Blackwell,123,10.1002/adem.201200233,"V. Kessler, D. Gautam, T. Hülser, M. Spree, R. Theissmann, M. Winterer, H. Wiggers, G. Schierning, R. Schmechel,",http://dx.doi.org/10.1002/adem.201200233,article-journal,Thermoelectric Properties of Nanocrystalline Silicon from a Scaled-Up Synthesis Plant,Advanced Engineering Materials,5,379
"Bing Feng, Hans-Peter Martin, Floriana-Dana Börner, Wolfgang Lippmann, Max Schreier, Karin Vogel, Andreas Lenk, Igor Veremchuk, Marcel Dannowski, Christin Richter, Peter Pfeiffer, Gennadi Zikoridse, Hannes Lichte, Juri Grin, Antonio Hurtado, Alexander Michaelis,",Adv. Eng. Mater.,16,2014,1252-1263,Wiley-Blackwell,124,10.1002/adem.201400183,"B. Feng, H. Martin, F. Börner, W. Lippmann, M. Schreier, K. Vogel, A. Lenk, I. Veremchuk, M. Dannowski, C. Richter, P. Pfeiffer, G. Zikoridse, H. Lichte, J. Grin, A. Hurtado, A. Michaelis,",http://dx.doi.org/10.1002/adem.201400183,article-journal,Manufacture and Testing of Thermoelectric Modules Consisting of BxC and TiOxElements,Advanced Engineering Materials,10,1252
"M. S. Toprak, C. Stiewe, D. Platzek, S. Williams, L. Bertini, E. Müller, C. Gatti, Y. Zhang, M. Rowe, M. Muhammed,",Adv. Funct. Mater.,14,2004,1189-1196,Wiley-Blackwell,125,10.1002/adfm.200400109,"M. Toprak, C. Stiewe, D. Platzek, S. Williams, L. Bertini, E. Müller, C. Gatti, Y. Zhang, M. Rowe, M. Muhammed,",http://dx.doi.org/10.1002/adfm.200400109,article-journal,The Impact of Nanostructuring on the Thermal Conductivity of Thermoelectric CoSb3,Advanced Functional Materials,12,1189
"F. Gascoin, S. Ottensmann, D. Stark, S. M. Haïle, G. J. Snyder,",Adv. Funct. Mater.,15,2005,1860-1864,Wiley-Blackwell,126,10.1002/adfm.200500043,"F. Gascoin, S. Ottensmann, D. Stark, S. Haïle, G. Snyder,",http://dx.doi.org/10.1002/adfm.200500043,article-journal,Zintl Phases as Thermoelectric Materials: Tuned Transport Properties of the Compounds CaxYb1-xZn2Sb2,Advanced Functional Materials,11,1860
"Eric S. Toberer, Catherine A. Cox, Shawna R. Brown, Teruyuki Ikeda, Andrew F. May, Susan M. Kauzlarich, G. Jeffrey Snyder,",Adv. Funct. Mater.,18,2008,2795-2800,Wiley-Blackwell,127,10.1002/adfm.200800298,"E. Toberer, C. Cox, S. Brown, T. Ikeda, A. May, S. Kauzlarich, G. Snyder,",http://dx.doi.org/10.1002/adfm.200800298,article-journal,Traversing the Metal-Insulator Transition in a Zintl Phase: Rational Enhancement of Thermoelectric Efficiency in Yb14Mn1−xAlxSb11,Advanced Functional Materials,18,2795
"Sabah K. Bux, Richard G. Blair, Pawan K. Gogna, Hohyun Lee, Gang Chen, Mildred S. Dresselhaus, Richard B. Kaner, Jean-Pierre Fleurial,",Adv. Funct. Mater.,19,2009,2445-2452,Wiley-Blackwell,129,10.1002/adfm.200900250,"S. Bux, R. Blair, P. Gogna, H. Lee, G. Chen, M. Dresselhaus, R. Kaner, J. Fleurial,",http://dx.doi.org/10.1002/adfm.200900250,article-journal,Nanostructured Bulk Silicon as an Effective Thermoelectric Material,Advanced Functional Materials,15,2445
"Marcus Scheele, Niels Oeschler, Katrin Meier, Andreas Kornowski, Christian Klinke, Horst Weller,",Adv. Funct. Mater.,19,2009,3476-3483,Wiley-Blackwell,130,10.1002/adfm.200901261,"M. Scheele, N. Oeschler, K. Meier, A. Kornowski, C. Klinke, H. Weller,",http://dx.doi.org/10.1002/adfm.200901261,article-journal,Synthesis and Thermoelectric Characterization of Bi2Te3Nanoparticles,Advanced Functional Materials,21,3476
"Xun Shi, Jiong Yang, Shengqiang Bai, Jihui Yang, Hsin Wang, Miaofang Chi, James R. Salvador, Wenqing Zhang, Lidong Chen, Winnie Wong-Ng,",Adv. Funct. Mater.,20,2010,755-763,Wiley-Blackwell,132,10.1002/adfm.200901817,"X. Shi, J. Yang, S. Bai, J. Yang, H. Wang, M. Chi, J. Salvador, W. Zhang, L. Chen, W. Wong-Ng,",http://dx.doi.org/10.1002/adfm.200901817,article-journal,On the Design of High-Efficiency Thermoelectric Clathrates through a Systematic Cross-Substitution of Framework Elements,Advanced Functional Materials,5,755
"Eric S. Toberer, Alexandra Zevalkink, Nicole Crisosto, G. Jeffrey Snyder,",Adv. Funct. Mater.,20,2010,4375-4380,Wiley-Blackwell,133,10.1002/adfm.201000970,"E. Toberer, A. Zevalkink, N. Crisosto, G. Snyder,",http://dx.doi.org/10.1002/adfm.201000970,article-journal,The Zintl Compound Ca5Al2Sb6 for Low-Cost Thermoelectric Power Generation,Advanced Functional Materials,24,4375
"Yanzhong Pei, Jessica Lensch-Falk, Eric S. Toberer, Douglas L. Medlin, G. Jeffrey Snyder,",Adv. Funct. Mater.,21,2010,241-249,Wiley-Blackwell,134,10.1002/adfm.201000878,"Y. Pei, J. Lensch-Falk, E. Toberer, D. Medlin, G. Snyder,",http://dx.doi.org/10.1002/adfm.201000878,article-journal,High Thermoelectric Performance in PbTe Due to Large Nanoscale Ag2Te Precipitates and La Doping,Advanced Functional Materials,2,241
"Yasir Saeed, Nirpendra Singh, Udo Schwingenschlögl,",Adv. Funct. Mater.,22,2012,2792-2796,Wiley-Blackwell,135,10.1002/adfm.201103106,"Y. Saeed, N. Singh, U. Schwingenschlögl,",http://dx.doi.org/10.1002/adfm.201103106,article-journal,Colossal Thermoelectric Power Factor in K7/8RhO2,Advanced Functional Materials,13,2792
"Jianhui Li, Qing Tan, Jing-Feng Li, Da-Wei Liu, Fu Li, Zong-Yue Li, Minmin Zou, Ke Wang,",Adv. Funct. Mater.,23,2013,4317-4323,Wiley-Blackwell,138,10.1002/adfm.201300146,"J. Li, Q. Tan, J. Li, D. Liu, F. Li, Z. Li, M. Zou, K. Wang,",http://dx.doi.org/10.1002/adfm.201300146,article-journal,BiSbTe-Based Nanocomposites with HighZT: The Effect of SiC Nanodispersion on Thermoelectric Properties,Advanced Functional Materials,35,4317
"Hanhui Xie, Heng Wang, Yanzhong Pei, Chenguang Fu, Xiaohua Liu, G. Jeffrey Snyder, Xinbing Zhao, Tiejun Zhu,",Adv. Funct. Mater.,23,2013,5123-5130,Wiley-Blackwell,139,10.1002/adfm.201300663,"H. Xie, H. Wang, Y. Pei, C. Fu, X. Liu, G. Snyder, X. Zhao, T. Zhu,",http://dx.doi.org/10.1002/adfm.201300663,article-journal,Beneficial Contribution of Alloy Disorder to Electron and Phonon Transport in Half-Heusler Thermoelectric Materials,Advanced Functional Materials,41,5123
"Guangyu Jiang, Jian He, Tiejun Zhu, Chenguang Fu, Xiaohua Liu, Lipeng Hu, Xinbing Zhao,",Adv. Funct. Mater.,24,2014,3776-3781,Wiley-Blackwell,141,10.1002/adfm.201400123,"G. Jiang, J. He, T. Zhu, C. Fu, X. Liu, L. Hu, X. Zhao,",http://dx.doi.org/10.1002/adfm.201400123,article-journal,"High Performance Mg2(Si,Sn) Solid Solutions: a Point Defect Chemistry Approach to Enhancing Thermoelectric Properties",Advanced Functional Materials,24,3776
"Lipeng Hu, Tiejun Zhu, Xiaohua Liu, Xinbing Zhao,",Adv. Funct. Mater.,24,2014,5211-5218,Wiley-Blackwell,142,10.1002/adfm.201400474,"L. Hu, T. Zhu, X. Liu, X. Zhao,",http://dx.doi.org/10.1002/adfm.201400474,article-journal,Point Defect Engineering of High-Performance Bismuth-Telluride-Based Thermoelectric Materials,Advanced Functional Materials,33,5211
"Jesús Carrete, Natalio Mingo, Shidong Wang, Stefano Curtarolo,",Adv. Funct. Mater.,24,2014,7427-7432,Wiley-Blackwell,143,10.1002/adfm.201401201,"J. Carrete, N. Mingo, S. Wang, S. Curtarolo,",http://dx.doi.org/10.1002/adfm.201401201,article-journal,Nanograined Half-Heusler Semiconductors as Advanced Thermoelectrics: An Ab Initio High-Throughput Statistical Study,Advanced Functional Materials,47,7427
"Qihao Zhang, Xin Ai, Lianjun Wang, Yanxia Chang, Wei Luo, Wan Jiang, Lidong Chen,",Adv. Funct. Mater.,25,2014,966-976,Wiley-Blackwell,144,10.1002/adfm.201402663,"Q. Zhang, X. Ai, L. Wang, Y. Chang, W. Luo, W. Jiang, L. Chen,",http://dx.doi.org/10.1002/adfm.201402663,article-journal,Improved Thermoelectric Performance of Silver Nanoparticles-Dispersed Bi2Te3Composites Deriving from Hierarchical Two-Phased Heterostructure,Advanced Functional Materials,6,966
"Shanyu Wang, Jiong Yang, Lihua Wu, Ping Wei, Wenqing Zhang, Jihui Yang,",Adv. Funct. Mater.,25,2015,6660-6670,Wiley-Blackwell,146,10.1002/adfm.201502782,"S. Wang, J. Yang, L. Wu, P. Wei, W. Zhang, J. Yang,",http://dx.doi.org/10.1002/adfm.201502782,article-journal,On Intensifying Carrier Impurity Scattering to Enhance Thermoelectric Performance in Cr-Doped CeyCo4Sb12,Advanced Functional Materials,42,6660
"J. Androulakis, K. F. Hsu, R. Pcionek, H. Kong, C. Uher, J. J. D'Angelo, A. Downey, T. Hogan, M. G. Kanatzidis,",Adv. Mater.,18,2006,1170-1173,Wiley-Blackwell,147,10.1002/adma.200502770,"J. Androulakis, K. Hsu, R. Pcionek, H. Kong, C. Uher, J. D'Angelo, A. Downey, T. Hogan, M. Kanatzidis,",http://dx.doi.org/10.1002/adma.200502770,article-journal,Nanostructuring and High Thermoelectric Efficiency in p-Type Ag(Pb1 –ySny)mSbTe2 +m,Advanced Materials,9,1170
"M. S. Dresselhaus, G. Chen, M. Y. Tang, R. G. Yang, H. Lee, D. Z. Wang, Z. F. Ren, J.-P. Fleurial, P. Gogna,",Adv. Mater.,19,2007,1043-1053,Wiley-Blackwell,149,10.1002/adma.200600527,"M. Dresselhaus, G. Chen, M. Tang, R. Yang, H. Lee, D. Wang, Z. Ren, J. Fleurial, P. Gogna,",http://dx.doi.org/10.1002/adma.200600527,article-journal,New Directions for Low-Dimensional Thermoelectric Materials,Advanced Materials,8,1043
"Wenwen Zhou, Jixin Zhu, Di Li, Huey Hoon Hng, Freddy Yin Chiang Boey, Jan Ma, Hua Zhang, Qingyu Yan,",Adv. Mater.,21,2009,3196-3200,Wiley-Blackwell,151,10.1002/adma.200900312,"W. Zhou, J. Zhu, D. Li, H. Hng, F. Boey, J. Ma, H. Zhang, Q. Yan,",http://dx.doi.org/10.1002/adma.200900312,article-journal,Binary-Phased Nanoparticles for Enhanced Thermoelectric Properties,Advanced Materials,31,3196
"Min-Ling Liu, I-Wei Chen, Fu-Qiang Huang, Li-Dong Chen,",Adv. Mater.,21,2009,3808-3812,Wiley-Blackwell,152,10.1002/adma.200900409,"M. Liu, I. Chen, F. Huang, L. Chen,",http://dx.doi.org/10.1002/adma.200900409,article-journal,Improved Thermoelectric Properties of Cu-Doped Quaternary Chalcogenides of Cu2CdSnSe4,Advanced Materials,37,3808
"Genqiang Zhang, Qingxuan Yu, Wei Wang, Xiaoguang Li,",Adv. Mater.,22,2010,1959-1962,Wiley-Blackwell,153,10.1002/adma.200903812,"G. Zhang, Q. Yu, W. Wang, X. Li,",http://dx.doi.org/10.1002/adma.200903812,article-journal,"Nanostructures for Thermoelectric Applications: Synthesis, Growth Mechanism, and Property Studies",Advanced Materials,17,1959
"Jong-Soo Rhyee, Kyunghan Ahn, Kyu Hyoung Lee, Hyo Seok Ji, Ji-Hoon Shim,",Adv. Mater.,23,2011,2191-2194,Wiley-Blackwell,154,10.1002/adma.201004739,"J. Rhyee, K. Ahn, K. Lee, H. Ji, J. Shim,",http://dx.doi.org/10.1002/adma.201004739,article-journal,Enhancement of the Thermoelectric Figure-of-Merit in a Wide Temperature Range in In4Se3-xCl0.03 Bulk Crystals,Advanced Materials,19,2191
"Hong Lu, Peter G. Burke, Arthur C. Gossard, Gehong Zeng, Ashok T. Ramu, Je-Hyeong Bahk, John E. Bowers,",Adv. Mater.,23,2011,2377-2383,Wiley-Blackwell,155,10.1002/adma.201100449,"H. Lu, P. Burke, A. Gossard, G. Zeng, A. Ramu, J. Bahk, J. Bowers,",http://dx.doi.org/10.1002/adma.201100449,article-journal,Semimetal/Semiconductor Nanocomposites for Thermoelectrics,Advanced Materials,20,2377
